ship_id;Ship;Tier;Class;Nation;Damage Con;Duration;Repair;Repair Duration;Repair %;Smoke;Smoke Duration;Smoke Dispersion Time;Dispersion Radius;Hydro;Hydro Duration;Hydro Range;Radar;Radar Duration;Radar Range;Engine Boost;EB Duration;Speed Increase;DFAA;DFAA Duration;DFAA DPS;MBRB;MBRB Duration;MBRB Effect;TRB;Fighter;Spotter;Hydrophone;Hydrophone Range;Sub Surveillance;SS Range;Enhanced Rudder;Res. Battery
3550394352;Salem;10;CA;U.S.A.;;5 s;3;20 s;40.0 %;N/A;;;;3;100 s;5.0 km;3;40 s;8.5 km;N/A;;;4;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3550426480;Irresistible;10;BB;Commonw.;;15 s;4;28 s;14.0 %;3;102 s;10 s;450 m;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3550426576;Sibir;10;BB;U.S.S.R.;;20 s;;100 s;50.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3550426832;Yamato Kai;10;BB;Japan;;10 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3550426864;Sicilia;10;BB;Italy;;15 s;4;28 s;14.0 %;4;60 s;15 s;900 m;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3550427120;Oregon;10;BB;U.S.A.;;20 s;5;20 s;20.0 %;N/A;;;;N/A;;;N/A;;;3;180 s;15%;N/A;;;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3550459600;Shinano;10;CV;Japan;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3550459856;Ocean;10;CV;U.K.;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3551409616;Neustrashimy;9;DD;U.S.S.R.;;5 s;2;20 s;30.0 %;2;20 s;97 s;450 m;N/A;;;N/A;;;2;120 s;8%;4;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3551409968;ZF-6 Golden;9;DD;Germany;;5 s;N/A;;;3;20 s;73 s;450 m;N/A;;;N/A;;;3;120 s;8%;3;40 s;50%;4;15 s;-50%;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3551410160;Black;9;DD;U.S.A.;;5 s;N/A;;;3;30 s;127 s;450 m;N/A;;;3;19 s;7.5 km;3;120 s;8%;4;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3551442384;Vyazma;9;CA;U.S.S.R.;;5 s;4;20 s;20.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;3;180 s;15%;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3551442640;ARP Haguro;7;CA;Japan;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;N/A;N/A;;3;6.0 km;N/A;N/A
3551474896;Taihang;9;BB;Pan-Asia;;15 s;3;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3551475152;AL Sov. Rossiya;9;BB;U.S.S.R.;4;10 s;3;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3551475440;Pilus Prior;9;BB;Italy;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3552457936;Zhu Que;8;DD;Pan-Asia;;5 s;3;28 s;14.0 %;3;30 s;124 s;450 m;N/A;;;N/A;;;3;120 s;8%;4;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3552458448;HSF Harekaze;8;DD;Japan;;5 s;N/A;;;3;20 s;89 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;3;N/A;N/A;N/A;;N/A;;N/A;N/A
3552490832;Comandante Aguirre;8;CA;Pan-Am.;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3552491216;ARP Takao;8;CA;Japan;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3256792848;Vrijheid;8;CA;Netherlands;;5 s;2;28 s;14.0 %;3;20 s;89 s;450 m;N/A;;;N/A;;;4;60 s;20%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3552491344;Metz;8;CA;France;;5 s;4;20 s;20.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;3;180 s;15%;3;40 s;50%;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3552491472;Sinann;8;CA;U.K.;;5 s;N/A;;;5;15 s;40 s;600 m;2;100 s;5.0 km;3;25 s;9.0 km;N/A;;;N/A;;;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3552491504;Bridgeport;8;CA;U.S.A.;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;4;40 s;50%;;80 s;-50%;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3552523472;Xuan Wu;9;BB;Pan-Asia;;20 s;4;28 s;18.5 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3552523984;ARP Hiei;5;BB;Japan;;10 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
3552524016;AL Littorio;8;BB;Italy;;10 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3552524272;Alabama ST;8;BB;U.S.A.;;20 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3553539792;ARP Ashigara;7;CA;Japan;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;N/A;N/A;;3;6.0 km;N/A;N/A
3553539824;Optio;7;CA;Italy;;5 s;N/A;;;2;22 s;10 s;510 m;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3553540048;Bóinn;7;CA;U.K.;;5 s;N/A;;;3;15 s;103 s;600 m;3;100 s;4.0 km;3;25 s;8.5 km;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3553540080;Flint;7;CA;U.S.A.;;5 s;N/A;;;3;30 s;121 s;450 m;3;100 s;4.0 km;N/A;;;N/A;;;;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3553572048;Teng She;7;BB;Pan-Asia;;15 s;3;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;5;N/A;;N/A;;N/A;N/A
3553572144;Lugdunum;7;BB;Europe;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3553572560;ARP Haruna;5;BB;Japan;;10 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
3553572848;California;7;BB;U.S.A.;;20 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3554555600;Shinonome;6;DD;Japan;;5 s;N/A;;;3;20 s;81 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3554588464;HSF Admiral Graf Spee;6;CA;Germany;;5 s;3;28 s;14.0 %;N/A;;;;3;110 s;5.5 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3554621136;ARP Kirishima;5;BB;Japan;;10 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
3555603760;Kalmar;5;DD;Europe;;5 s;3;10 s;10.0 %;N/A;;;;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3555670000;Texas;5;BB;U.S.A.;;20 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;4;40 s;50%;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
3560912592;ARP Yamato;10;BB;Japan;;10 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3655218480;Småland;10;DD;Europe;;5 s;3;14 s;14.0 %;N/A;;;;N/A;;;3;20 s;7.5 km;4;60 s;30%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3655218960;Tromp;10;DD;Netherlands;;5 s;N/A;;;N/A;;;;N/A;;;N/A;;;4;60 s;25%;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3655218992;Z-42;10;DD;Germany;;5 s;N/A;;;6;10 s;40 s;600 m;3;120 s;6.0 km;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3655219184;Forrest Sherman;10;DD;U.S.A.;;5 s;N/A;;;2;30 s;130 s;450 m;3;100 s;5.0 km;N/A;;;N/A;;;4;40 s;100%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3655251408;Smolensk;10;CA;U.S.S.R.;;5 s;3;28 s;14.0 %;2;20 s;89 s;450 m;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3655251664;Kitakami;10;CA;Japan;;5 s;3;28 s;14.0 %;4;30 s;10 s;450 m;N/A;;;N/A;;;3;180 s;15%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3655251920;Gibraltar;10;CA;U.K.;;5 s;3;28 s;14.0 %;3;15 s;96 s;600 m;3;100 s;5.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3655251952;Puerto Rico;10;CA;U.S.A.;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;3;35 s;10.0 km;N/A;;;4;40 s;50%;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3655284528;Mecklenburg;10;BB;Germany;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3655284688;Incomparable;10;BB;U.K.;;15 s;2;20 s;40.0 %;N/A;;;;3;180 s;3.0 km;N/A;;;3;180 s;8%;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3655317296;Max Immelmann;10;CV;Germany;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3656333264;Scarlet Thunder;9;BB;U.K.;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3658397424;Gorizia;7;CA;Italy;;5 s;N/A;;;2;40 s;10 s;510 m;3;120 s;6.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
3659445712;Admiral Makarov;6;CA;U.S.S.R.;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3666786288;Alaska B;9;CA;U.S.A.;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;3;35 s;10.0 km;N/A;;;4;40 s;50%;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3666818864;Pommern B;9;BB;Germany;;15 s;4;28 s;14.0 %;N/A;;;;3;120 s;6.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3666818896;Jean Bart B;9;BB;France;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;3;180 s;8%;N/A;;;4;20 s;-50%;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3667801296;Loyang B;8;DD;Pan-Asia;;5 s;N/A;;;3;30 s;124 s;450 m;3;110 s;5.5 km;N/A;;;3;120 s;8%;4;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3667801808;Asashio B;8;DD;Japan;;5 s;N/A;;;3;20 s;89 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;3;N/A;N/A;N/A;;N/A;;N/A;N/A
3667802064;Cossack B;8;DD;U.K.;;5 s;N/A;;;6;10 s;40 s;600 m;3;180 s;3.0 km;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3667834576;Atago B;8;CA;Japan;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3667867440;Tirpitz B;8;BB;Germany;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3667867632;Massachusetts B;8;BB;U.S.A.;;20 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3667900112;Kaga B;8;CV;Japan;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3667900208;Graf Zeppelin B;8;CV;Germany;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3667900400;Saipan B;8;CV;U.S.A.;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3668850672;Sims B;7;DD;U.S.A.;;5 s;N/A;;;3;30 s;121 s;450 m;N/A;;;N/A;;;3;120 s;8%;4;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3668883440;Boise;7;CA;U.S.A.;;5 s;3;20 s;40.0 %;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;4;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3668916016;Scharnhorst B;7;BB;Germany;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3676223184;Yoshino B;10;CA;Japan;;5 s;4;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3679369200;Atlanta B;7;CA;U.S.A.;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;3;25 s;8.5 km;N/A;;;;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3699291600;Lazo B;7;CA;U.S.S.R.;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;5;N/A;;N/A;;N/A;N/A
3708761808;Iwami B;9;BB;Japan;;10 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3709777360;Dmitry Pozharsky;8;CA;U.S.S.R.;;5 s;N/A;;;4;15 s;40 s;600 m;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3709777872;AL Cheshire;8;CA;U.K.;;5 s;2;20 s;40.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3719247568;Tsurugi;9;BB;Japan;;10 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;2;N/A;N/A;N/A;;N/A;;N/A;N/A
3720263120;Bagration;8;CA;U.S.S.R.;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3720263632;Nottingham;8;CA;U.K.;;5 s;N/A;;;5;15 s;40 s;600 m;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3720263664;San Diego;8;CA;U.S.A.;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;4;30 s;100%;2;15 s;-33%;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3720296272;Picardie;8;BB;France;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;4;20 s;-50%;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3721344976;Renown '44;7;BB;U.K.;;15 s;4;28 s;14.0 %;N/A;;;;2;100 s;4.0 km;N/A;;;3;120 s;8%;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3729732816;Louchuan;9;BB;Pan-Asia;;15 s;3;20 s;40.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3729733328;Daisen;9;BB;Japan;;10 s;3;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;3;N/A;;N/A;;N/A;N/A
3729733616;Illinois;9;BB;U.S.A.;;20 s;4;28 s;18.5 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3730748880;Pyotr Bagration;8;CA;U.S.S.R.;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3730749392;Hampshire;8;CA;U.K.;;5 s;N/A;;;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3730749424;Rochester;8;CA;U.S.A.;;5 s;N/A;;;2;30 s;104 s;450 m;2;100 s;5.0 km;N/A;;;N/A;;;4;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3730782000;Brandenburg B;8;BB;Germany;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3730782032;Flandre;8;BB;France;;15 s;3;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3730782192;Constellation;8;BB;U.S.A.;;20 s;3;28 s;14.0 %;N/A;;;;N/A;;;3;30 s;10.0 km;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3730814960;Hornet;8;CV;U.S.A.;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3731830736;Collingwood;7;BB;U.K.;;15 s;4;28 s;16.8 %;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;N/A;;;4;25 s;-50%;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3732879312;Repulse B;6;BB;U.K.;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;3;180 s;8%;N/A;;;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
3739137488;Smolensk B;10;CA;U.S.S.R.;;5 s;3;28 s;14.0 %;2;20 s;89 s;450 m;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3740153648;ZF-6;9;DD;Germany;;5 s;N/A;;;3;20 s;73 s;450 m;N/A;;;N/A;;;3;120 s;8%;3;40 s;50%;4;15 s;-50%;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3740153840;Black B;9;DD;U.S.A.;;5 s;N/A;;;3;30 s;127 s;450 m;N/A;;;3;19 s;7.5 km;3;120 s;8%;4;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3740185808;Mengchong;9;CA;Pan-Asia;;5 s;3;28 s;14.0 %;N/A;;;;3;120 s;6.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3740186416;Admiral Schröder;9;CA;Germany;;5 s;3;28 s;14.0 %;N/A;;;;3;120 s;6.0 km;N/A;;;3;180 s;15%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3740218576;Sun Yat-Sen;9;BB;Pan-Asia;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3740219088;Iwami;9;BB;Japan;;10 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3741202128;HSF Harekaze II;8;DD;Japan;;5 s;N/A;;;3;20 s;69 s;450 m;3;100 s;5.0 km;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3741234640;Ochakov;8;CA;U.S.S.R.;;5 s;N/A;;;N/A;;;;3;100 s;5.0 km;3;20 s;10.0 km;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3741234992;Schill;8;CA;Germany;;5 s;2;28 s;14.0 %;N/A;;;;3;120 s;6.0 km;N/A;;;N/A;;;3;40 s;50%;3;20 s;-50%;N/A;3;4;N/A;;N/A;;N/A;N/A
3741235152;Belfast '43;8;CA;U.K.;;5 s;N/A;;;5;15 s;40 s;600 m;2;100 s;5.0 km;3;25 s;9.0 km;N/A;;;N/A;;;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3741235184;Congress;8;CA;U.S.A.;;5 s;2;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;3;35 s;10.0 km;N/A;;;4;40 s;50%;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3741267408;Borodino;8;BB;U.S.S.R.;;15 s;3;28 s;14.0 %;N/A;;;;N/A;;;3;25 s;12.0 km;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3741267760;Anhalt;8;BB;Germany;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3741267792;Champagne;8;BB;France;;15 s;3;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;3;180 s;8%;N/A;;;3;15 s;-50%;N/A;3;4;N/A;;N/A;;N/A;N/A
3741267952;Alabama VL;8;BB;U.S.A.;;20 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3741300688;Colossus;8;CV;U.K.;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3741300720;Saipan;8;CV;U.S.A.;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3742316496;Duke of York;7;BB;U.K.;;15 s;4;28 s;16.8 %;N/A;;;;2;100 s;4.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3742316528;West Virginia '44;7;BB;U.S.A.;;20 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;4;40 s;50%;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3743332304;Dido;6;CA;U.K.;;5 s;N/A;;;5;15 s;35 s;600 m;N/A;;;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3743364816;Ise;6;BB;Japan;;10 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3743365072;Repulse;6;BB;U.K.;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;3;180 s;8%;N/A;;;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
3744380368;Kirov;5;CA;U.S.S.R.;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3746477520;AL Avrora;3;CA;U.S.S.R.;;5 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3749623504;Yoshino;10;CA;Japan;;5 s;4;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3750638896;Jäger;9;DD;Europe;;5 s;3;14 s;14.0 %;N/A;;;;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3750639408;Z-44;9;DD;Germany;;5 s;N/A;;;3;20 s;77 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3750639568;Somme;9;DD;U.K.;;5 s;2;10 s;10.0 %;6;10 s;40 s;600 m;3;180 s;3.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3750639600;Halford;9;DD;U.S.A.;;5 s;N/A;;;3;30 s;127 s;450 m;N/A;;;N/A;;;3;120 s;8%;4;40 s;100%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
